time; pose_x; pose_y; pose_heading;  gps_x; gps_y; gps_z; acc_x; acc_y; acc_z; right_enc; left_enc; odo_acc_x; odo_acc_y; odo_acc_heading; odo_enc_x; odo_enc_y; odo_enc_heading; kal_wheel_x; kal_wheel_y; kal_wheel_heading; kal_acc_x; kal_acc_y; kal_acc_heading
0.016; 0; 0; 0; 0; 0; 0; 0.000124527; 0.00024006; 0.156368; 0.0072; -0.0072; 3.18784e-08; 1.65098e-10; 0.00517895; 0; 0; 0.00517895; 0; 0; 0.00505263; 0; 0; 0.00517895
0.032; 0; 0; 0; 0; 0; 0; 8.23988; 0.000221693; -0.0508856; 0.1044; 0.09; 0.00210944; 1.09248e-05; 0.00517895; 0.00199257; 1.03195e-05; 0.00517895; 0.00194398; 9.82227e-06; 0.00505263; 3.18784e-08; 1.65098e-10; 0.00517895
0.048; 0; 0; 0; 0; 0; 0; -4.39165; 0.000222643; 0.158528; 0.198; 0.1836; 0.00309461; 1.6027e-05; 0.00517895; 0.00391135; 2.02568e-05; 0.00517895; 0.00381595; 1.92808e-05; 0.00505263; 0.00210944; 1.09248e-05; 0.00517895
0.064; 0; 0; 0; 0; 0; 0; 4.75242; 0.000172079; 0.125114; 0.3096; 0.3132; 0.0052964; 1.31762e-05; -0.00129474; 0.00638361; 3.30607e-05; -0.00129474; 0.00622795; 2.38509e-05; 6.28192; 0.00309461; 1.6027e-05; -0.00129474
0.08; 0; 0; 0; 0; 0; 0; 0.128264; 0.000164018; 0.180612; 0.4068; 0.4032; 0.00753104; 1.60695e-05; 0.00129474; 0.00830241; 3.05764e-05; 0.00129474; 0.00809995; 2.38509e-05; 0.00126316; 0.00529639; 1.95539e-05; 0.00129474
0.096; 0; 0; 0; 0; 0; 0; 0.0894293; 0.000116067; 0.183044; 0.5112; 0.5148; 0.00978856; 1.31466e-05; -0.00129474; 0.0105164; 3.34429e-05; -0.00129474; 0.0102599; 2.38509e-05; 6.28192; 0.00753101; 2.31234e-05; -0.00129474
0.112; 0; 0; 0; 0; 0; 0; 0.0502265; 0.000107451; 0.183147; 0.612; 0.5976; 0.0120589; 2.49047e-05; 0.00517895; 0.0123983; 3.10063e-05; 0.00517895; 0.0120959; 2.73296e-05; 0.00505263; 0.00978852; 2.66632e-05; 0.00517895
0.128; 0; 0; 0; 0; 0; 0; 0.010329; 0.000100109; 0.1831; 0.702; 0.7128; 0.0143319; 1.60758e-05; -0.00388421; 0.0145016; 4.18992e-05; -0.00388421; 0.0141479; 2.86256e-05; 6.2794; 0.0120589; 3.02697e-05; -0.00388421
0.144; 0; 0; 0; 0; 0; 0; -0.0296756; 9.3785e-05; 0.18288; 0.8028; 0.81; 0.0165974; 1.02095e-05; -0.00258947; 0.0165311; 3.40162e-05; -0.00258947; 0.0161279; 2.2373e-05; 6.28066; 0.0143319; 3.38658e-05; -0.00258947
0.16; 0; 0; 0; 0; 0; 0; -0.0294511; 0.000113586; 0.182013; 0.9036; 0.8892; 0.0188552; 2.1903e-05; 0.00517895; 0.0183761; 2.92386e-05; 0.00517895; 0.0179279; 2.46467e-05; 0.00505263; 0.0165973; 3.74816e-05; 0.00517895
0.176; 0; 0; 0; 0; 0; 0; -0.0287113; 5.61532e-05; 0.179636; 1.0116; 1.008; 0.0211058; 2.48169e-05; 0.00129474; 0.0207007; 4.12781e-05; 0.00129474; 0.0201959; 3.18088e-05; 0.00126316; 0.0188552; 4.10584e-05; 0.00129474
0.192; 0; 0; 0; 0; 0; 0; -0.0275636; 8.10487e-05; 0.181097; 1.098; 1.1016; 0.0233492; 2.19121e-05; -0.00129474; 0.0225457; 4.36668e-05; -0.00129474; 0.0219959; 3.18088e-05; 6.28192; 0.0211057; 4.46257e-05; -0.00129474
0.208; 0; 0; 0; 0; 0; 0; -0.0259632; 7.76707e-05; 0.180996; 1.206; 1.1916; 0.0255861; 3.34966e-05; 0.00517895; 0.0245752; 4.10392e-05; 0.00517895; 0.0239759; 3.55603e-05; 0.00505263; 0.0233492; 4.82021e-05; 0.00517895
0.224; 0; 0; 0; 0; 0; 0; -0.0239562; 7.47064e-05; 0.180914; 1.3068; 1.2996; 0.0278168; 3.92729e-05; 0.00258947; 0.0267154; 5.21231e-05; 0.00258947; 0.0260639; 4.34727e-05; 0.00252632; 0.025586; 5.1744e-05; 0.00258947
0.24; 0; 0; 0; 0; 0; 0; -0.0215747; 7.21372e-05; 0.180849; 1.3968; 1.3968; 0.0300419; 3.92729e-05; -1.77809e-17; 0.0286342; 5.70918e-05; -1.77809e-17; 0.0279359; 4.58374e-05; 6.54858e-17; 0.0278167; 5.52701e-05; -1.77809e-17
0.256; 0; 0; 0; 0; 0; 0; -0.018871; 6.86365e-05; 0.180799; 1.5192; 1.5084; 0.0322623; 4.78972e-05; 0.00388421; 0.0310327; 5.70918e-05; 0.00388421; 0.0302759; 5.0271e-05; 0.00378947; 0.0300419; 5.87962e-05; 0.00388421
0.272; 0; 0; 0; 0; 0; 0; -0.0158816; 6.25086e-05; 0.180759; 1.6128; 1.6236; 0.0344785; 3.92887e-05; -0.00388421; 0.0331729; 6.54048e-05; -0.00388421; 0.0323639; 5.0271e-05; 6.2794; 0.0322622; 6.23036e-05; -0.00388421
0.288; 0; 0; 0; 0; 0; 0; -0.0126528; 5.64211e-05; 0.180728; 1.7064; 1.6992; 0.0366916; 4.50193e-05; 0.00258947; 0.0349072; 5.86684e-05; 0.00258947; 0.0340559; 4.92024e-05; 0.00252632; 0.0344785; 6.58267e-05; 0.00258947
0.304; 0; 0; 0; 0; 0; 0; -0.00922867; 5.04368e-05; 0.180702; 1.8; 1.8072; 0.0389023; 3.92948e-05; -0.00258947; 0.0369736; 6.40193e-05; -0.00258947; 0.0360719; 4.92024e-05; 6.28066; 0.0366915; 6.93414e-05; -0.00258947
0.32; 0; 0; 0; 0; 0; 0; -0.00565282; 4.46143e-05; 0.180681; 1.9008; 1.9332; 0.0411114; 1.3552e-05; -0.0116526; 0.0392982; 5.79995e-05; -0.0116526; 0.0383398; 3.34459e-05; 6.27182; 0.0389022; 7.28623e-05; -0.0116526
0.336; 0; 0; 0; 0; 0; 0; -0.00195558; 3.90048e-05; 0.180662; 1.9908; 2.0088; 0.04332; -7.46607e-07; -0.00647368; 0.0409955; 3.82208e-05; -0.00647368; 0.0399958; 1.88036e-05; 6.27687; 0.0411114; 7.64e-05; -0.00647368
0.352; 0; 0; 0; 0; 0; 0; 0.00177386; 3.51579e-05; 0.180646; 2.1132; 2.0808; 0.0455291; 2.49957e-05; 0.0116526; 0.0429881; 2.53214e-05; 0.0116526; 0.0419398; 2.37147e-05; 0.0113684; 0.0433202; 7.9941e-05; 0.0116526
0.368; 0; 0; 0; 0; 0; 0; 0.00552313; 3.41513e-05; 0.18063; 2.2176; 2.1852; 0.0477395; 5.07545e-05; 0.0116526; 0.0451281; 5.02598e-05; 0.0116526; 0.0440276; 4.74515e-05; 0.0113684; 0.0455293; 8.34872e-05; 0.0116526
0.384; 0; 0; 0; 0; 0; 0; 0.0092292; 3.34833e-05; 0.180614; 2.2896; 2.322; 0.0499524; 2.49682e-05; -0.0116526; 0.0472682; 7.51982e-05; -0.0116526; 0.0461156; 4.74515e-05; 6.27182; 0.0477399; 8.70499e-05; -0.0116526
0.4; 0; 0; 0; 0; 0; 0; 0.0128414; 3.31166e-05; 0.180599; 2.43; 2.412; 0.0521686; 3.93154e-05; 0.00647368; 0.0496296; 4.768e-05; 0.00647368; 0.0484196; 4.16309e-05; 0.00631579; 0.0499529; 9.05851e-05; 0.00647368
0.416; 0; 0; 0; 0; 0; 0; 0.0163101; 3.30226e-05; 0.180583; 2.5092; 2.5272; 0.054389; 2.49412e-05; -0.00647368; 0.0516222; 6.05794e-05; -0.00647368; 0.0503636; 4.16309e-05; 6.27687; 0.0521691; 9.41416e-05; -0.00647368
0.432; 0; 0; 0; 0; 0; 0; 0.0195871; 3.31785e-05; 0.180568; 2.6136; 2.5956; 0.0566144; 3.93479e-05; 0.00647368; 0.0533934; 4.91133e-05; 0.00647368; 0.0520916; 4.16309e-05; 0.00631579; 0.0543895; 9.7671e-05; 0.00647368
0.448; 0; 0; 0; 0; 0; 0; 0.0226268; 3.35651e-05; 0.180553; 2.7072; 2.7144; 0.0588456; 3.35702e-05; -0.00258947; 0.0555704; 6.3207e-05; -0.00258947; 0.0542156; 4.56553e-05; 6.28066; 0.056615; 0.000101233; -0.00258947
0.464; 0; 0; 0; 0; 0; 0; 0.0253865; 3.41654e-05; 0.180538; 2.8116; 2.826; 0.0610833; 2.19811e-05; -0.00517895; 0.0577844; 5.74739e-05; -0.00517895; 0.0563756; 3.747e-05; 6.27813; 0.0588462; 0.00010478; -0.00517895
0.48; 0; 0; 0; 0; 0; 0; 0.0278269; 3.49639e-05; 0.180525; 2.9124; 2.9124; 0.0633282; 2.19811e-05; -4.0766e-17; 0.0597032; 4.75366e-05; -4.0766e-17; 0.0582476; 3.27408e-05; 6.28319; 0.0610839; 0.000108293; -4.0766e-17
0.496; 0; 0; 0; 0; 0; 0; 0.0276518; 4.05305e-05; 0.18054; 2.9772; 3.0096; 0.0655799; -4.25934e-06; -0.0116526; 0.0613637; 4.75366e-05; -0.0116526; 0.0598676; 2.35324e-05; 6.27182; 0.0633288; 0.000111806; -0.0116526
0.512; 0; 0; 0; 0; 0; 0; 0.0271361; 3.82176e-05; 0.18043; 3.132; 3.1068; 0.0678387; 1.6213e-05; 0.00906316; 0.0639465; 1.74385e-05; 0.00906316; 0.0623876; 2.03492e-05; 0.00884211; 0.0655807; 0.000115237; 0.00906316
0.528; 0; 0; 0; 0; 0; 0; 0.0262668; 4.06034e-05; 0.180522; 3.222; 3.2256; 0.0701043; 1.32797e-05; -0.00129474; 0.0660866; 3.68352e-05; -0.00129474; 0.0644756; 2.82616e-05; 6.28192; 0.0678396; 0.000118731; -0.00129474
0.544; 0; 0; 0; 0; 0; 0; 0.0250702; 4.16333e-05; 0.180526; 3.3228; 3.2976; 0.0723763; 3.38711e-05; 0.00906316; 0.0678578; 3.4542e-05; 0.00906316; 0.0662035; 3.48098e-05; 0.00884211; 0.0701052; 0.000122216; 0.00906316
0.56; 0; 0; 0; 0; 0; 0; 0.0235596; 4.28631e-05; 0.180531; 3.4092; 3.4092; 0.0746543; 3.38711e-05; -5.20417e-17; 0.0698872; 5.29354e-05; -5.20417e-17; 0.0681835; 4.35635e-05; 6.28319; 0.0723772; 0.000125759; -5.20417e-17
0.576; 0; 0; 0; 0; 0; 0; 0.0217557; 4.42583e-05; 0.180537; 3.5208; 3.5316; 0.076938; 2.50011e-05; -0.00388421; 0.0722857; 5.29354e-05; -0.00388421; 0.0705235; 3.91298e-05; 6.2794; 0.0746552; 0.000129302; -0.00388421
0.592; 0; 0; 0; 0; 0; 0; 0.0196833; 4.57882e-05; 0.180544; 3.6072; 3.6072; 0.0792266; 2.50011e-05; -5.59448e-17; 0.0739462; 4.64857e-05; -5.59448e-17; 0.0721435; 3.60603e-05; 6.28319; 0.0769388; 0.000132824; -5.59448e-17
0.608; 0; 0; 0; 0; 0; 0; 0.0173708; 4.74234e-05; 0.180551; 3.7224; 3.7404; 0.0815197; 1.01563e-05; -0.00647368; 0.0764923; 4.64857e-05; -0.00647368; 0.0746275; 2.82161e-05; 6.27687; 0.0792275; 0.000136345; -0.00647368
0.624; 0; 0; 0; 0; 0; 0; 0.0148495; 4.91358e-05; 0.180559; 3.8304; 3.816; 0.0838166; 2.20518e-05; 0.00517895; 0.0783742; 3.4303e-05; 0.00517895; 0.0764635; 2.70566e-05; 0.00505263; 0.0815206; 0.000139838; 0.00517895
0.64; 0; 0; 0; 0; 0; 0; 0.0121535; 5.08982e-05; 0.180565; 3.9096; 3.9204; 0.0861166; 1.3118e-05; -0.00388421; 0.0802561; 4.40492e-05; -0.00388421; 0.0782995; 2.82161e-05; 6.2794; 0.0838175; 0.000143351; -0.00388421
0.656; 0; 0; 0; 0; 0; 0; 0.00931917; 5.26844e-05; 0.180572; 4.0248; 4.0212; 0.088419; 1.60991e-05; 0.00129474; 0.08247; 3.54496e-05; 0.00129474; 0.0804595; 2.54877e-05; 0.00126316; 0.0861175; 0.000146851; 0.00129474
0.672; 0; 0; 0; 0; 0; 0; 0.00638448; 5.44692e-05; 0.180577; 4.1148; 4.1256; 0.090723; 7.14967e-06; -0.00388421; 0.0844626; 3.80295e-05; -0.00388421; 0.0824035; 2.30321e-05; 6.2794; 0.0884199; 0.000150354; -0.00388421
0.688; 0; 0; 0; 0; 0; 0; 0.00338866; 5.62286e-05; 0.180581; 4.2156; 4.2408; 0.0930278; -1.37399e-05; -0.00906316; 0.0866766; 2.94298e-05; -0.00906316; 0.0845635; 9.39013e-06; 6.27434; 0.0907239; 0.000153851; -0.00906316
0.704; 0; 0; 0; 0; 0; 0; 0.000371542; 5.79395e-05; 0.180584; 4.32; 4.32; 0.0953329; -1.37399e-05; -5.20417e-17; 0.0885584; 1.23741e-05; -5.20417e-17; 0.0863994; 1.2731e-06; 6.28319; 0.0930288; 0.000157341; -5.20417e-17
0.72; 0; 0; 0; 0; 0; 0; -0.00262694; 5.95802e-05; 0.180586; 4.4208; 4.4244; 0.0976372; -1.67234e-05; -0.00129474; 0.0906617; 1.23741e-05; -0.00129474; 0.0884514; -2.28974e-08; 6.28192; 0.0953338; 0.00016083; -0.00129474
0.736; 0; 0; 0; 0; 0; 0; -0.00556639; 6.11301e-05; 0.180587; 4.5144; 4.5; 0.0999401; -4.79676e-06; 0.00517895; 0.092396; 1.01287e-05; 0.00517895; 0.0901434; 3.183e-06; 0.00505263; 0.0976381; 0.00016432; 0.00517895
0.752; 0; 0; 0; 0; 0; 0; -0.00841042; 6.25907e-05; 0.180586; 4.6224; 4.6224; 0.102241; -4.79676e-06; -5.89806e-17; 0.0947576; 2.23592e-05; -5.89806e-17; 0.0924474; 9.00362e-06; 6.28319; 0.099941; 0.000167803; -5.89806e-17
0.768; 0; 0; 0; 0; 0; 0; -0.01113; 6.78587e-05; 0.180584; 4.7412; 4.7232; 0.104539; 1.00791e-05; 0.00647368; 0.0970085; 2.23592e-05; 0.00647368; 0.0946434; 1.59383e-05; 0.00631579; 0.102242; 0.000171285; 0.00647368
0.784; 0; 0; 0; 0; 0; 0; -0.0136783; 7.33817e-05; 0.180582; 4.8276; 4.8204; 0.106833; 1.60204e-05; 0.00258947; 0.0988904; 3.45419e-05; 0.00258947; 0.0964794; 2.40554e-05; 0.00252632; 0.10454; 0.00017475; 0.00258947
0.8; 0; 0; 0; 0; 0; 0; -0.0160176; 7.89366e-05; 0.180578; 4.9068; 4.9068; 0.109123; 1.60204e-05; -5.89806e-17; 0.100588; 3.89373e-05; -5.89806e-17; 0.0981354; 2.61472e-05; 3.56919e-16; 0.106834; 0.000178205; -5.89806e-17
0.816; 0; 0; 0; 0; 0; 0; -0.0181069; 8.44393e-05; 0.180575; 5.04; 5.0256; 0.111409; 2.78577e-05; 0.00517895; 0.103171; 3.89373e-05; 0.00517895; 0.100655; 3.25135e-05; 0.00505263; 0.109124; 0.00018166; 0.00517895
0.832; 0; 0; 0; 0; 0; 0; -0.0198961; 8.98236e-05; 0.180571; 5.13; 5.1264; 0.11369; 3.08105e-05; 0.00129474; 0.105126; 4.90657e-05; 0.00129474; 0.102563; 3.85387e-05; 0.00126316; 0.11141; 0.000185091; 0.00129474
0.848; 0; 0; 0; 0; 0; 0; -0.0213779; 9.44864e-05; 0.180567; 5.22; 5.2344; 0.115965; 1.90279e-05; -0.00517895; 0.107156; 5.16934e-05; -0.00517895; 0.104543; 3.47871e-05; 6.27813; 0.113691; 0.000188516; -0.00517895
0.864; 0; 0; 0; 0; 0; 0; -0.0225089; 9.55562e-05; 0.180564; 5.3388; 5.3208; 0.118234; 3.37188e-05; 0.00647368; 0.109259; 4.08006e-05; 0.00647368; 0.106595; 3.60831e-05; 0.00631579; 0.115966; 0.000191969; 0.00647368
0.88; 0; 0; 0; 0; 0; 0; -0.0232659; 9.61461e-05; 0.180561; 5.436; 5.4216; 0.120497; 4.54407e-05; 0.00517895; 0.111289; 5.39388e-05; 0.00517895; 0.108575; 4.73378e-05; 0.00505263; 0.118235; 0.000195385; 0.00517895
0.896; 0; 0; 0; 0; 0; 0; -0.0236368; 9.64523e-05; 0.18056; 5.5332; 5.5368; 0.122755; 4.25181e-05; -0.00129474; 0.113466; 6.52139e-05; -0.00129474; 0.110699; 5.13622e-05; 6.28192; 0.120498; 0.000198769; -0.00129474
0.912; 0; 0; 0; 0; 0; 0; -0.0236121; 9.64995e-05; 0.180559; 5.6268; 5.6268; 0.125006; 4.25181e-05; -4.85723e-17; 0.115348; 6.27773e-05; -4.85723e-17; 0.112535; 5.02027e-05; 8.88178e-16; 0.122756; 0.000202162; -4.85723e-17
0.928; 0; 0; 0; 0; 0; 0; -0.0231888; 9.63075e-05; 0.18056; 5.7132; 5.7348; 0.127251; 2.50753e-05; -0.00776842; 0.11734; 6.27773e-05; -0.00776842; 0.114479; 4.28359e-05; 6.27561; 0.125007; 0.000205555; -0.00776842
0.944; 0; 0; 0; 0; 0; 0; -0.0223703; 9.58934e-05; 0.180562; 5.832; 5.8248; 0.129491; 3.08748e-05; 0.00258947; 0.11948; 4.61515e-05; 0.00258947; 0.116567; 3.7561e-05; 0.00252632; 0.127252; 0.000208994; 0.00258947
0.96; 0; 0; 0; 0; 0; 0; -0.0211662; 9.52727e-05; 0.180565; 5.922; 5.94; 0.131725; 1.64113e-05; -0.00647368; 0.121584; 5.15979e-05; -0.00647368; 0.118619; 3.3673e-05; 6.27687; 0.129492; 0.000212417; -0.00647368
0.976; 0; 0; 0; 0; 0; 0; -0.0195926; 9.44601e-05; 0.180569; 6.048; 6.0444; 0.133954; 1.92975e-05; 0.00129474; 0.123945; 3.63098e-05; 0.00129474; 0.120923; 2.78524e-05; 0.00126316; 0.131726; 0.000215877; 0.00129474
0.992; 0; 0; 0; 0; 0; 0; -0.0176715; 9.34702e-05; 0.180573; 6.1164; 6.1308; 0.136179; 7.77614e-06; -0.00517895; 0.125532; 3.83641e-05; -0.00517895; 0.122471; 2.49193e-05; 6.27813; 0.133955; 0.000219329; -0.00517895
1.008; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; -0.0154305; 9.23182e-05; 0.180577; 6.2172; 6.2172; 0.1384; 7.77614e-06; -4.25007e-17; 0.127451; 2.84268e-05; -4.25007e-17; 0.123421; -2.04932e-06; 6.27919; 0.123645; 2.13506e-06; -4.25007e-17
1.024; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; -0.0129026; 9.10196e-05; 0.18058; 6.318; 6.3324; 0.140617; -3.70771e-06; -0.00517895; 0.129665; 2.84268e-05; -0.00517895; 0.125581; -1.61414e-05; 6.27413; 0.125844; 5.23053e-06; -0.00517895
1.04; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; -0.0101255; 8.95904e-05; 0.180584; 6.426; 6.4116; 0.142832; 7.76271e-06; 0.00517895; 0.131583; 1.84895e-05; 0.00517895; 0.127453; -2.36254e-05; 0.00105478; 0.12804; 8.3431e-06; 0.00517895
1.056; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; -0.00714128; 8.80477e-05; 0.180586; 6.5304; 6.5376; 0.145045; 2.03222e-06; -0.00258947; 0.133945; 3.072e-05; -0.00258947; 0.129757; -2.99261e-05; 6.27666; 0.130233; 1.14423e-05; -0.00258947
1.072; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; -0.00399531; 8.64088e-05; 0.180587; 6.6384; 6.6276; 0.147257; 1.0624e-05; 0.00388421; 0.135975; 2.54647e-05; 0.00388421; 0.131737; -3.65913e-05; 6.28298; 0.132424; 1.45461e-05; 0.00388421
1.088; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; -0.00073604; 8.46917e-05; 0.180586; 6.732; 6.7428; 0.149469; 2.03295e-06; -0.00388421; 0.138115; 3.37777e-05; -0.00388421; 0.133825; -4.49388e-05; 6.2754; 0.134614; 1.7646e-05; -0.00388421
1.104; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.00258602; 8.29148e-05; 0.180584; 6.8328; 6.8184; 0.151681; 1.34911e-05; 0.00517895; 0.139923; 2.67547e-05; 0.00517895; 0.135589; -5.08769e-05; 0.00105478; 0.136805; 2.07467e-05; 0.00517895
1.12; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.00591899; 8.1097e-05; 0.18058; 6.9192; 6.9228; 0.153895; 1.06246e-05; -0.00129474; 0.141878; 3.68831e-05; -0.00129474; 0.137497; -5.48896e-05; 6.27792; 0.138995; 2.38508e-05; -0.00129474
1.136; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.00921042; 7.92569e-05; 0.180574; 7.0416; 7.0344; 0.156111; 1.63637e-05; 0.00258947; 0.144277; 3.37776e-05; 0.00258947; 0.139837; -6.27667e-05; 6.28171; 0.141188; 2.69529e-05; 0.00258947
1.152; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0124081; 7.74135e-05; 0.180567; 7.1352; 7.1352; 0.158331; 1.63637e-05; -5.50775e-17; 0.14627; 3.89374e-05; -5.50775e-17; 0.141781; -6.80829e-05; 6.27919; 0.143382; 3.00611e-05; -5.50775e-17
1.168; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0154609; 7.55857e-05; 0.180559; 7.2396; 7.236; 0.160554; 1.92425e-05; 0.00129474; 0.148373; 3.89374e-05; 0.00129474; 0.143833; -7.49905e-05; 6.28045; 0.14558; 3.31693e-05; 0.00129474
1.184; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0183196; 7.37919e-05; 0.18055; 7.3404; 7.3368; 0.162782; 2.21273e-05; 0.00129474; 0.150439; 4.16129e-05; 0.00129474; 0.145849; -8.05036e-05; 6.28045; 0.147782; 3.62826e-05; 0.00129474
1.2; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0209372; 7.20504e-05; 0.18054; 7.4304; 7.416; 0.165016; 3.36945e-05; 0.00517895; 0.152174; 4.38583e-05; 0.00517895; 0.147541; -8.19249e-05; 0.00105478; 0.149989; 3.9402e-05; 0.00517895
1.216; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0232706; 7.03787e-05; 0.180531; 7.5276; 7.5312; 0.167255; 3.0795e-05; -0.00129474; 0.154351; 5.51334e-05; -0.00129474; 0.149665; -8.63919e-05; 6.27792; 0.152201; 4.25492e-05; -0.00129474
1.232; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0252803; 6.87939e-05; 0.180522; 7.6356; 7.6248; 0.169501; 3.95186e-05; 0.00388421; 0.156417; 5.24579e-05; 0.00388421; 0.151681; -9.1905e-05; 6.28298; 0.154418; 4.56887e-05; 0.00388421
1.248; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0269335; 6.72462e-05; 0.180514; 7.7436; 7.7328; 0.171754; 4.82691e-05; 0.00388421; 0.158631; 6.10575e-05; 0.00388421; 0.153841; -9.23551e-05; 6.28298; 0.156643; 4.88533e-05; 0.00388421
1.264; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0269283; 6.52188e-05; 0.180524; 7.8444; 7.8336; 0.174014; 5.70463e-05; 0.00388421; 0.160697; 6.90839e-05; 0.00388421; 0.155857; -9.27752e-05; 6.28298; 0.158874; 5.20446e-05; 0.00388421
1.28; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.026535; 5.78444e-05; 0.180463; 7.9488; 7.938; 0.17628; 6.58499e-05; 0.00388421; 0.162838; 7.73968e-05; 0.00388421; 0.157945; -9.32103e-05; 6.28298; 0.161112; 5.52628e-05; 0.00388421
1.296; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0257506; 5.29347e-05; 0.180516; 8.0532; 8.0424; 0.178553; 7.46791e-05; 0.00388421; 0.164978; 8.57098e-05; 0.00388421; 0.160033; -9.36454e-05; 6.28298; 0.163357; 5.85073e-05; 0.00388421
1.312; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0245965; 4.72139e-05; 0.180521; 8.1252; 8.1252; 0.180833; 7.46791e-05; -4.72712e-17; 0.166564; 9.18729e-05; -4.72712e-17; 0.161581; -9.6901e-05; 6.27919; 0.165608; 6.17775e-05; -4.72712e-17
1.328; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0230974; 4.16296e-05; 0.180527; 8.2116; 8.2476; 0.183118; 4.50911e-05; -0.0129474; 0.168705; 9.18729e-05; -0.0129474; 0.163668; -0.000118435; 6.26656; 0.167866; 6.50476e-05; -0.0129474
1.344; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0212966; 3.63085e-05; 0.180534; 8.334; 8.3304; 0.185409; 4.8057e-05; 0.00129474; 0.170808; 6.46414e-05; 0.00129474; 0.16572; -0.000138303; 6.28045; 0.17013; 6.82412e-05; 0.00129474
1.36; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.019185; 3.42877e-05; 0.180542; 8.4312; 8.442; 0.187704; 3.91401e-05; -0.00388421; 0.172948; 6.74124e-05; -0.00388421; 0.167808; -0.000149288; 6.2754; 0.172399; 7.14419e-05; -0.00388421
1.376; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0168379; 3.35052e-05; 0.18055; 8.5392; 8.5428; 0.190004; 3.61622e-05; -0.00129474; 0.175088; 5.90994e-05; -0.00129474; 0.169896; -0.00016291; 6.27792; 0.174673; 7.46234e-05; -0.00129474
1.392; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0142819; 3.30295e-05; 0.180558; 8.64; 8.64; 0.192308; 3.61622e-05; -4.59702e-17; 0.177118; 5.64718e-05; -4.59702e-17; 0.171876; -0.000172076; 6.27919; 0.176951; 7.77994e-05; -4.59702e-17
1.408; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0115589; 3.28324e-05; 0.180565; 8.748; 8.7372; 0.194615; 4.51216e-05; 0.00388421; 0.179221; 5.64718e-05; 0.00388421; 0.173928; -0.000176392; 6.28298; 0.179233; 8.09754e-05; 0.00388421
1.424; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.00871272; 3.2892e-05; 0.180572; 8.8524; 8.8308; 0.196923; 6.30574e-05; 0.00776842; 0.18125; 6.43548e-05; 0.00776842; 0.175908; -0.000173053; 0.0035811; 0.181518; 8.41629e-05; 0.00776842
1.44; 0.12342; -1.8232e-06; -3.14159; -2.77658; 1.8232e-06; -3.19624e-05; 0.0057887; 3.31901e-05; 0.180578; 8.946; 8.928; 0.199234; 7.80136e-05; 0.00647368; 0.183206; 7.95473e-05; 0.00647368; 0.177816; -0.000167425; 0.00231794; 0.183806; 8.73677e-05; 0.00647368
